id,event_type,event_data,user_id,inquiry_id,organization_id,created_at
"29c99b93-766a-4576-bc68-85d492a3c793","taxAccountConnectedBusiness","{}","vcjer8l1shrc4n0myngix","b795682e-d22f-4f81-ae08-d465d2b3e647","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-06 09:53:52.733+00"
"86d66f68-acbc-455c-8563-06ddb63a4392","updated","{""section"": ""individualDetails""}","vcjer8l1shrc4n0myngix","b795682e-d22f-4f81-ae08-d465d2b3e647","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-06 09:48:52.733+00"
"16510959-cf3d-490c-892e-ff9ebb9c2886","created","{}","vcjer8l1shrc4n0myngix","b795682e-d22f-4f81-ae08-d465d2b3e647","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-02 10:33:52.733+00"
"6ebe9abe-31c6-45e4-b6c9-f6a2b45597ef","crsDataRetrieved","{}","8c303314xvnwguwmnbf3p","6d31141e-a3ef-4067-a672-535d8d32466d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-02 05:59:20.614+00"
"dd32b2c8-b366-4bf7-92b4-6e29bf29e88f","taxAccountDataRetrievedBusiness","{}","8c303314xvnwguwmnbf3p","6d31141e-a3ef-4067-a672-535d8d32466d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-02 05:54:20.614+00"
"8aed3ac4-19f8-4847-a6f3-3b1f9077b166","completed","{}","8c303314xvnwguwmnbf3p","6d31141e-a3ef-4067-a672-535d8d32466d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-02 05:49:20.614+00"
"8e287a25-f254-410d-a5fd-a19ed1514d04","updated","{""section"": ""acquisitionDetails""}","8c303314xvnwguwmnbf3p","6d31141e-a3ef-4067-a672-535d8d32466d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-02 05:39:20.614+00"
"93e9992b-45f0-45a2-a6e8-552fb0634e23","taxAccountConnectedBusiness","{}","8c303314xvnwguwmnbf3p","6d31141e-a3ef-4067-a672-535d8d32466d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-02 05:24:20.614+00"
"18f3bb86-042b-4002-91a6-29b7e921c672","updated","{""section"": ""individualDetails""}","8c303314xvnwguwmnbf3p","6d31141e-a3ef-4067-a672-535d8d32466d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-02 05:19:20.614+00"
"15144da0-d830-4230-8d97-9deb83985e1d","created","{}","8c303314xvnwguwmnbf3p","6d31141e-a3ef-4067-a672-535d8d32466d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-31 06:04:20.614+00"
"5a0471ad-1a28-4563-ab61-1409a0da7adb","crsDataRetrieved","{}","sufpjdsgo7pphbcban7sh","ee406cbf-a250-4b75-85af-2e684fb8409a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-07 21:20:09.686+00"
"2577ca62-c634-450a-8d68-1a41a233b32e","taxAccountDataRetrievedBusiness","{}","sufpjdsgo7pphbcban7sh","ee406cbf-a250-4b75-85af-2e684fb8409a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-07 21:15:09.686+00"
"7272c8b8-9b5d-4f3d-8379-010d8cb75a58","completed","{}","sufpjdsgo7pphbcban7sh","ee406cbf-a250-4b75-85af-2e684fb8409a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-07 21:10:09.686+00"
"94c8263a-6c77-4ed5-835c-9dc006f15744","updated","{""section"": ""businessDetails""}","sufpjdsgo7pphbcban7sh","ee406cbf-a250-4b75-85af-2e684fb8409a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-07 20:50:09.686+00"
"8c5d2917-bb75-4152-bc5b-5c4134c254b1","taxAccountConnectedBusiness","{}","sufpjdsgo7pphbcban7sh","ee406cbf-a250-4b75-85af-2e684fb8409a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-07 20:45:09.686+00"
"458f54cd-8501-49d3-912f-c2dc53e615f7","updated","{""section"": ""individualDetails""}","sufpjdsgo7pphbcban7sh","ee406cbf-a250-4b75-85af-2e684fb8409a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-07 20:40:09.686+00"
"9a0bca20-229b-400a-879b-8b4de985824a","created","{}","sufpjdsgo7pphbcban7sh","ee406cbf-a250-4b75-85af-2e684fb8409a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-04 21:25:09.686+00"
"860d2667-3d36-43df-adbe-b17767fce963","crsDataRetrieved","{}","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-01 22:24:51.664+00"
"8ab2678d-d95d-4313-a856-7f6ec989cfce","taxAccountDataRetrievedBusiness","{}","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-01 22:19:51.664+00"
"ffb2f426-852d-4e0e-8080-f6c7afe45cbf","completed","{}","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-01 22:14:51.664+00"
"cb56a13d-9b2f-4e5f-b694-562afc2a0110","updated","{""section"": ""businessDetails""}","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-01 21:54:51.664+00"
"6d0b50e4-be6a-42ba-a12d-f056dad160f3","taxAccountConnectedBusiness","{}","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-01 21:49:51.664+00"
"ba646cf9-4e46-4b71-827c-c9ed190df1d6","updated","{""section"": ""individualDetails""}","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-01 21:44:51.664+00"
"186634de-1a74-4d2f-8771-021360be2f0f","created","{}","fx9whmtj44cp2hhhkvjw3","06ce7d90-bb7e-498f-baf6-b6114984b6a4","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-22 22:29:51.664+00"
"96aae679-5d11-45f4-9c63-8766e78e0759","crsDataRetrieved","{}","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-18 18:26:30.045+00"
"8758383d-b0e6-44e3-8e11-847edcf2bc6e","taxAccountDataRetrievedBusiness","{}","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-18 18:21:30.045+00"
"c6f929df-5f6c-4cad-846f-2216d066240f","completed","{}","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-18 18:16:30.045+00"
"cb97ad90-52b2-47fe-9242-a157979cea1a","updated","{""section"": ""businessDetails""}","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-18 17:56:30.045+00"
"05ded2d6-3637-4129-9587-0e9ba6a025b8","taxAccountConnectedBusiness","{}","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-18 17:51:30.045+00"
"40d68f6a-3c1f-4057-8df8-fae3101b5824","updated","{""section"": ""individualDetails""}","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-18 17:46:30.045+00"
"bd2ad2c5-d157-4cac-9ff7-f09df406e7f4","created","{}","xkpopv6sqnf5y8cpj7stz","8259c7ac-cc7d-42a0-b5ed-c3170439775d","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-11 18:31:30.045+00"
"f682b2da-ac9c-499d-98d3-77d6a8b78be1","crsDataRetrieved","{}","0w3pf7elayi5hfoz08dx7","99748d53-44b4-46fb-a121-d1c222bd5a9e","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-22 21:48:15.816+00"
"5c593914-cf03-41fc-8c7d-f0316bd11f7c","taxAccountDataRetrievedBusiness","{}","0w3pf7elayi5hfoz08dx7","99748d53-44b4-46fb-a121-d1c222bd5a9e","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-22 21:43:15.816+00"
"028a8448-3554-4909-b350-1942334002d3","completed","{}","0w3pf7elayi5hfoz08dx7","99748d53-44b4-46fb-a121-d1c222bd5a9e","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-22 21:38:15.816+00"
"0890c6d0-9b18-4451-b587-b3394e14aa6d","updated","{""section"": ""businessDetails""}","0w3pf7elayi5hfoz08dx7","99748d53-44b4-46fb-a121-d1c222bd5a9e","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-22 21:18:15.816+00"
"5ea5b4b3-2023-4cec-8f20-da62d05cb813","taxAccountConnectedBusiness","{}","0w3pf7elayi5hfoz08dx7","99748d53-44b4-46fb-a121-d1c222bd5a9e","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-22 21:13:15.816+00"
"6855489b-19a0-42d8-9acf-3fdc4270cee5","updated","{""section"": ""individualDetails""}","0w3pf7elayi5hfoz08dx7","99748d53-44b4-46fb-a121-d1c222bd5a9e","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-22 21:08:15.816+00"
"9c8546c4-3313-446a-9918-e3e3ba619a4f","created","{}","0w3pf7elayi5hfoz08dx7","99748d53-44b4-46fb-a121-d1c222bd5a9e","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-12 21:53:15.816+00"
"a8a72c90-60d3-47a2-9f0c-eaa028a5f975","crsDataRetrieved","{}","1uss525k9bb7zyxjzxe9a","2c084d96-eeba-404e-bdbd-0dc7aeaaaf5a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-22 02:08:59.986+00"
"0729814e-6175-4ec1-862d-19209e532442","taxAccountDataRetrievedBusiness","{}","1uss525k9bb7zyxjzxe9a","2c084d96-eeba-404e-bdbd-0dc7aeaaaf5a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-22 02:03:59.986+00"
"46e3f781-557b-4ac5-963b-5f6b025ac106","completed","{}","1uss525k9bb7zyxjzxe9a","2c084d96-eeba-404e-bdbd-0dc7aeaaaf5a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-22 01:58:59.986+00"
"fddb47e1-f93a-4edb-98ff-19b5ed39e145","updated","{""section"": ""businessDetails""}","1uss525k9bb7zyxjzxe9a","2c084d96-eeba-404e-bdbd-0dc7aeaaaf5a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-22 01:38:59.986+00"
"65db2694-5d6b-46a6-9480-6a63c2c8040f","taxAccountConnectedBusiness","{}","1uss525k9bb7zyxjzxe9a","2c084d96-eeba-404e-bdbd-0dc7aeaaaf5a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-22 01:33:59.986+00"
"86aaa3d4-d133-4852-813c-d7786d557a63","updated","{""section"": ""individualDetails""}","1uss525k9bb7zyxjzxe9a","2c084d96-eeba-404e-bdbd-0dc7aeaaaf5a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-22 01:28:59.986+00"
"5f7b7459-6924-4116-8eb2-98d0e1543313","created","{}","1uss525k9bb7zyxjzxe9a","2c084d96-eeba-404e-bdbd-0dc7aeaaaf5a","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-14 02:13:59.986+00"
"50571258-9a14-4bec-ae09-07fba50ceaea","crsDataRetrieved","{}","43850dwttwwd6oj3pzyrf","f4a1ddb1-29c2-4d19-8f5f-628a4e0b56ed","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-24 11:59:41.548+00"
"e644a7c4-9e07-48d3-994c-37318ebff3e7","taxAccountDataRetrievedBusiness","{}","43850dwttwwd6oj3pzyrf","f4a1ddb1-29c2-4d19-8f5f-628a4e0b56ed","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-24 11:54:41.548+00"
"c63820c9-c7d8-4432-b70d-35503f6fbddb","completed","{}","43850dwttwwd6oj3pzyrf","f4a1ddb1-29c2-4d19-8f5f-628a4e0b56ed","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-24 11:49:41.548+00"
"fbb53d30-7fad-4385-8c73-890e583a93a4","updated","{""section"": ""businessDetails""}","43850dwttwwd6oj3pzyrf","f4a1ddb1-29c2-4d19-8f5f-628a4e0b56ed","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-24 11:29:41.548+00"
"4894c950-8025-4ab1-b068-4ec97ae48a5e","taxAccountConnectedBusiness","{}","43850dwttwwd6oj3pzyrf","f4a1ddb1-29c2-4d19-8f5f-628a4e0b56ed","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-24 11:24:41.548+00"
"b488bd4c-67b6-414a-8e7e-41728cdd3a1a","updated","{""section"": ""individualDetails""}","43850dwttwwd6oj3pzyrf","f4a1ddb1-29c2-4d19-8f5f-628a4e0b56ed","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-24 11:19:41.548+00"
"06d6e65a-aa25-4314-93da-1739742d3392","created","{}","43850dwttwwd6oj3pzyrf","f4a1ddb1-29c2-4d19-8f5f-628a4e0b56ed","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-19 12:04:41.548+00"
"8a54a4e3-26fd-4227-a770-4d098ef7c59d","crsDataRetrieved","{}","z0rtfuin28sy2gstz7a9b","7e8f3a55-913b-4e54-a555-f8e63e469e69","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-07 19:56:18.677+00"
"2fbe9cd7-c778-4738-ba27-2c8fadbaeb93","taxAccountDataRetrievedBusiness","{}","z0rtfuin28sy2gstz7a9b","7e8f3a55-913b-4e54-a555-f8e63e469e69","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-07 19:51:18.677+00"
"b020c232-78db-4578-a338-da4fc448ebab","completed","{}","z0rtfuin28sy2gstz7a9b","7e8f3a55-913b-4e54-a555-f8e63e469e69","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-07 19:46:18.677+00"
"4947e39d-87a0-494b-b0b1-ed77a278c8a4","updated","{""section"": ""businessDetails""}","z0rtfuin28sy2gstz7a9b","7e8f3a55-913b-4e54-a555-f8e63e469e69","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-07 19:26:18.677+00"
"5a46fe53-b64d-4fd8-b030-b3b4b367effb","taxAccountConnectedBusiness","{}","z0rtfuin28sy2gstz7a9b","7e8f3a55-913b-4e54-a555-f8e63e469e69","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-07 19:21:18.677+00"
"3b31d8a7-b056-482d-87fa-46b86ac9f041","updated","{""section"": ""individualDetails""}","z0rtfuin28sy2gstz7a9b","7e8f3a55-913b-4e54-a555-f8e63e469e69","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-07 19:16:18.677+00"
"03251f9c-218f-4eba-86b7-6b2de2b77bb7","created","{}","z0rtfuin28sy2gstz7a9b","7e8f3a55-913b-4e54-a555-f8e63e469e69","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-03 20:01:18.677+00"
"78094d88-be42-42fc-acb5-3e8cf7c1bc59","crsDataRetrieved","{}","x5wpp4iym40tudkqntwu4","a69b79e0-0b2a-463c-a8b0-117076b7a62c","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-20 12:19:27.377+00"
"4d80138b-7cf1-4fd2-8cc5-ef341614b05a","taxAccountDataRetrievedBusiness","{}","x5wpp4iym40tudkqntwu4","a69b79e0-0b2a-463c-a8b0-117076b7a62c","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-20 12:14:27.377+00"
"59d7b08a-6af2-4f56-80f0-307c7f36264d","completed","{}","x5wpp4iym40tudkqntwu4","a69b79e0-0b2a-463c-a8b0-117076b7a62c","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-20 12:09:27.377+00"
"9d454189-49cf-470c-8965-0b88d0c723bb","updated","{""section"": ""businessDetails""}","x5wpp4iym40tudkqntwu4","a69b79e0-0b2a-463c-a8b0-117076b7a62c","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-20 11:49:27.377+00"
"e1cf0a4c-6eac-4e17-a228-a26eb7a38056","taxAccountConnectedBusiness","{}","x5wpp4iym40tudkqntwu4","a69b79e0-0b2a-463c-a8b0-117076b7a62c","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-20 11:44:27.377+00"
"fefe7e87-9a93-43f4-b75c-8b5766f08560","updated","{""section"": ""individualDetails""}","x5wpp4iym40tudkqntwu4","a69b79e0-0b2a-463c-a8b0-117076b7a62c","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-20 11:39:27.377+00"
"4846c44c-66c2-4280-8b25-1c9a311e58d5","created","{}","x5wpp4iym40tudkqntwu4","a69b79e0-0b2a-463c-a8b0-117076b7a62c","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-17 12:24:27.377+00"
"14ac0ed5-e9eb-4040-89e5-679c20561c5d","crsDataRetrieved","{}","oattxg2nrx9fqbn6394gp","b17ceac5-f985-4e66-ba81-ee9221049156","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-04 19:29:03.477+00"
"0b90a774-db3a-4df8-ad27-f35b48478bd1","taxAccountDataRetrievedBusiness","{}","oattxg2nrx9fqbn6394gp","b17ceac5-f985-4e66-ba81-ee9221049156","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-04 19:24:03.477+00"
"5f079043-b0cd-4d34-84ce-d3e0b2816664","completed","{}","oattxg2nrx9fqbn6394gp","b17ceac5-f985-4e66-ba81-ee9221049156","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-04 19:19:03.477+00"
"6e314680-ff98-49e3-990c-e04321af3259","updated","{""section"": ""acquisitionDetails""}","oattxg2nrx9fqbn6394gp","b17ceac5-f985-4e66-ba81-ee9221049156","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-04 19:09:03.477+00"
"cbfc0162-44e6-4472-8d0c-12b39da6557c","taxAccountConnectedBusiness","{}","oattxg2nrx9fqbn6394gp","b17ceac5-f985-4e66-ba81-ee9221049156","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-04 18:54:03.477+00"
"85774c82-8595-4417-98ac-f4a46a394d5a","updated","{""section"": ""individualDetails""}","oattxg2nrx9fqbn6394gp","b17ceac5-f985-4e66-ba81-ee9221049156","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-04 18:49:03.477+00"
"abd8ab47-97f5-4b56-b518-a4b2cb2435da","created","{}","oattxg2nrx9fqbn6394gp","b17ceac5-f985-4e66-ba81-ee9221049156","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-25 19:34:03.477+00"
"262ac68f-5c4d-4b0a-886e-3c18dbb240ae","crsDataRetrieved","{}","dcfebje9ppwf7muik4pbq","1ca1b2be-b922-4797-8545-758947a82d2f","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-18 07:51:52.271+00"
"2a3a06db-b6c7-4b35-ae48-531db5a2be94","taxAccountDataRetrievedBusiness","{}","dcfebje9ppwf7muik4pbq","1ca1b2be-b922-4797-8545-758947a82d2f","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-18 07:46:52.271+00"
"6e87ae4b-8555-4caf-8140-b11822195cbc","completed","{}","dcfebje9ppwf7muik4pbq","1ca1b2be-b922-4797-8545-758947a82d2f","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-18 07:41:52.271+00"
"e8ea2696-08ed-44fe-bded-e93d983bd17c","updated","{""section"": ""acquisitionDetails""}","dcfebje9ppwf7muik4pbq","1ca1b2be-b922-4797-8545-758947a82d2f","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-18 07:31:52.271+00"
"880aeccf-f243-4bd0-a7af-3edea12b36ba","updated","{""section"": ""businessDetails""}","dcfebje9ppwf7muik4pbq","1ca1b2be-b922-4797-8545-758947a82d2f","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-18 07:21:52.271+00"
"e8bd5abd-db62-4386-9368-3fa247f9b69f","taxAccountConnectedBusiness","{}","dcfebje9ppwf7muik4pbq","1ca1b2be-b922-4797-8545-758947a82d2f","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-18 07:16:52.271+00"
"300c12d3-a210-4eb8-b8d9-665cd5e64623","updated","{""section"": ""individualDetails""}","dcfebje9ppwf7muik4pbq","1ca1b2be-b922-4797-8545-758947a82d2f","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-18 07:11:52.271+00"
"46b1e1b6-ff90-4713-bc46-52a60a52ff42","created","{}","dcfebje9ppwf7muik4pbq","1ca1b2be-b922-4797-8545-758947a82d2f","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-05 07:56:52.271+00"
"3f56cc23-edc3-468d-b05c-6cd158eca60c","crsDataRetrieved","{}","byvzhqcg30z40yicolhmd","08f4d499-fd01-4ff1-ae03-76e7740aac88","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-24 18:44:47.496+00"
"58e448aa-ec3a-461d-94b2-40001f04b6c7","taxAccountDataRetrievedBusiness","{}","byvzhqcg30z40yicolhmd","08f4d499-fd01-4ff1-ae03-76e7740aac88","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-24 18:39:47.496+00"
"8410191d-f0bf-47e4-9126-76fdede698d7","completed","{}","byvzhqcg30z40yicolhmd","08f4d499-fd01-4ff1-ae03-76e7740aac88","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-24 18:34:47.496+00"
"383c2641-c5c1-4ee3-acd8-7abf0fff0ff4","updated","{""section"": ""businessDetails""}","byvzhqcg30z40yicolhmd","08f4d499-fd01-4ff1-ae03-76e7740aac88","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-24 18:14:47.496+00"
"8aed6aaf-42e9-44ec-9e85-6a1c1e1624da","taxAccountConnectedBusiness","{}","byvzhqcg30z40yicolhmd","08f4d499-fd01-4ff1-ae03-76e7740aac88","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-24 18:09:47.496+00"
"f290f7f8-a6fd-4aa3-8691-f0d44ce368bf","updated","{""section"": ""individualDetails""}","byvzhqcg30z40yicolhmd","08f4d499-fd01-4ff1-ae03-76e7740aac88","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-24 18:04:47.496+00"
"27eac979-23d0-4eb6-bdf6-60cfde747de7","created","{}","byvzhqcg30z40yicolhmd","08f4d499-fd01-4ff1-ae03-76e7740aac88","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-08-14 18:49:47.496+00"
"1c36a50a-3053-4928-b74b-ee218c8ce226","crsDataRetrieved","{}","nx2v7o7yu8097n6v79clm","c0d80702-8269-46be-85e4-29eb3bf72bb3","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-04 08:54:33.232+00"
"3f3daf58-baca-4865-a6e1-e75764cfb6a5","taxAccountDataRetrievedBusiness","{}","nx2v7o7yu8097n6v79clm","c0d80702-8269-46be-85e4-29eb3bf72bb3","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-04 08:49:33.232+00"
"ab4aff44-2647-4f7d-a251-54b605df07b0","completed","{}","nx2v7o7yu8097n6v79clm","c0d80702-8269-46be-85e4-29eb3bf72bb3","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-04 08:44:33.232+00"
"da604c3f-bea8-4ca0-8baa-d8b851bdf4b9","updated","{""section"": ""businessDetails""}","nx2v7o7yu8097n6v79clm","c0d80702-8269-46be-85e4-29eb3bf72bb3","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-04 08:24:33.232+00"
"34a75b60-5176-4f1b-9551-4a6e91e965f7","taxAccountConnectedBusiness","{}","nx2v7o7yu8097n6v79clm","c0d80702-8269-46be-85e4-29eb3bf72bb3","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-04 08:19:33.232+00"
"709b08bd-3d6d-4652-98d6-734d7a82d1e7","updated","{""section"": ""individualDetails""}","nx2v7o7yu8097n6v79clm","c0d80702-8269-46be-85e4-29eb3bf72bb3","d81dc152-c9d3-048b-1572-1f0c4594bf92","2025-09-04 08:14:33.232+00"
